"model1","model2","model3","model4","model5","model6","model7","model8","model9","model10","model11","model12","model13","model14","model15","model16","model17","model18","model19","model20","model21","model22","year"
0.8974,0.71916,0.70211,0.72938,0.98156,1.0594,1.2187,1.4493,1.009,1.0071,1.2256,0.76853,0.69984,0.55607,0.93361,0.52276,0.64158,0.40253,1.938,0.90554,0.84822,1.0482,2070
0.83952,1.0207,0.5171,0.66769,1.0952,0.99075,1.0814,1.6268,1.0432,1.0531,0.99761,0.79432,0.75294,0.66866,0.77903,0.50386,0.39536,0.5152,1.5013,1.0862,1.2256,0.99192,2071
0.91218,0.93919,0.69079,0.66898,0.99334,1.0191,1.0329,1.602,1.0719,0.82573,0.89501,0.63702,0.8434,0.43857,1.0537,0.55355,0.40157,0.45473,1.6159,0.93606,0.98564,0.91246,2072
0.93557,1.1476,0.63488,0.5257,1.1076,1.0165,1.2265,1.577,1.0076,1.0774,1.0144,0.70436,0.85846,0.71649,0.90442,0.37086,0.63992,0.58474,1.3693,0.98849,1.0532,0.96651,2073
0.7942,1.1121,0.82665,0.76725,0.97653,0.8905,0.87842,1.5385,1.2866,1.061,0.88706,0.76385,0.83619,0.7315,0.8656,0.44485,0.51232,0.5769,1.8818,0.943,1.3019,1.2144,2074
0.86147,0.7644,0.66131,0.66661,0.94029,1.1086,1.2136,1.3926,1.0645,0.92904,0.78244,0.81208,0.85387,0.66054,1.0871,0.65789,0.49493,0.50603,1.6178,1.0284,1.1079,1.0202,2075
0.7974,0.90632,0.73264,0.81774,0.69761,0.93489,1.1918,1.9643,0.89548,0.85534,0.99894,0.85967,0.91216,0.76544,0.94507,0.52312,0.49893,0.61945,1.641,1.0294,0.88045,1.199,2076
0.83657,0.96349,0.68341,0.60112,1.0735,0.98489,1.2219,1.8611,1.0494,0.98409,0.93485,0.74241,0.84285,0.61227,0.99091,0.53446,0.61421,0.48997,1.5789,0.75285,1.0233,1.043,2077
0.77997,1.0902,0.81241,0.72942,0.95183,1.0793,1.1265,1.8655,1.0808,0.79828,0.98654,0.75668,0.91943,0.72789,0.95804,0.49147,0.52705,0.67826,1.4765,0.88935,0.94581,1.1711,2078
0.92744,0.80309,0.74008,0.66261,1.0609,1.223,1.0425,1.6936,1.0582,0.95134,0.95203,0.89983,0.78597,0.76746,1.0861,0.55308,0.51569,0.42065,1.2699,1.0373,1.0295,1.1487,2079
0.9497,1.1288,0.68263,0.6804,1.0126,1.1734,1.1838,1.6962,1.0709,1.0742,1.0962,0.6722,0.74524,0.71602,1.0584,0.53153,0.5706,0.55866,1.5831,0.97447,0.7791,1.3588,2080
0.95598,0.98041,0.65896,0.67551,0.97965,0.90203,1.1353,2.0234,1.0374,0.87573,0.96867,0.75821,0.81114,0.75621,0.96492,0.53254,0.52308,0.43431,1.6858,1.0019,0.85748,1.3147,2081
0.93263,1.0014,0.99318,0.67028,1.1392,1.0932,1.1825,1.5981,1.1593,0.85689,0.93462,0.66486,0.7916,0.67281,1.0964,0.5371,0.60774,0.31286,1.6259,0.92101,1.1763,1.1075,2082
0.77861,1.0171,0.79728,0.49895,0.95182,1.0686,1.0378,1.9673,1.13,0.87526,0.95602,0.81307,0.71394,0.68289,0.87395,0.58945,0.54977,0.52493,1.7439,1.0383,0.96533,1.1555,2083
0.91492,0.90455,0.77563,0.72835,1.0339,1.1248,1.3304,1.7223,1.1188,0.99072,0.86924,0.90328,0.72351,0.6967,0.94781,0.62606,0.40859,0.49975,1.5783,1.1499,1.0781,1.081,2084
1.0529,0.97036,0.95377,0.70667,0.99318,1.1072,1.1651,1.8533,1.0289,0.95797,1.1312,0.79285,0.81332,0.86456,0.94642,0.49331,0.577,0.45758,1.4121,1.0393,0.97453,1.1922,2085
0.97111,1.1822,0.63324,0.70558,1.2646,1.0401,1.1784,1.5437,1.1169,0.98354,0.86113,0.84757,0.78464,0.81573,0.95757,0.57827,0.60525,0.6849,1.5396,0.9123,0.92069,1.0825,2086
0.96165,0.78229,0.90464,0.69762,1.1736,0.93213,0.96925,1.1841,1.1718,0.84356,0.91592,0.81476,0.83815,0.76527,1.0867,0.62562,0.63403,0.69022,1.6698,0.8747,0.79858,1.3547,2087
1.0009,0.81523,0.73411,0.67833,1.0993,0.88343,1.0945,1.5151,0.89623,1.0175,0.99027,0.91807,0.93336,0.8014,0.9848,0.59617,0.57593,0.58771,1.6541,0.86891,0.91801,1.1471,2088
1.0017,1.0632,0.7508,0.76707,1.1534,1.0528,1.0166,1.5251,1.0483,0.87029,0.90546,0.89466,0.78753,0.85714,1.0004,0.5491,0.68156,0.62416,1.8507,0.90332,1.0893,1.0479,2089
0.89598,0.99574,0.64743,0.60009,1.0897,1.0382,1.0466,1.5372,1.2152,1.0354,0.90796,0.97828,0.89139,0.81192,0.93528,0.39979,0.44142,0.55565,1.5651,1.1181,0.87288,0.96421,2090
0.9717,0.83544,0.59036,0.55841,0.93644,1.1275,1.1576,1.1244,1.1563,1.0542,1.0313,0.85302,0.86934,0.78537,0.84744,0.6082,0.4737,0.59137,1.3741,0.93134,0.74524,1.3348,2091
1.0242,1.1584,0.87315,0.67514,0.94289,0.82832,1.2581,1.6427,1.0463,1.0085,0.98789,0.81673,0.91142,0.88228,1.1271,0.61171,0.59933,0.58756,1.5909,1.0289,1.0832,1.1394,2092
0.65238,1.0511,0.81542,0.71814,1.0575,1.0619,1.137,1.4432,0.99423,0.98051,0.98376,0.9908,0.96886,0.79582,0.92232,0.66459,0.5472,0.67374,1.6131,0.98696,1.3335,1.1145,2093
0.97169,1.1997,0.67767,0.66655,1.0677,1.1375,1.1614,1.8542,0.92512,0.97372,1.0215,0.78127,0.67645,0.69233,1.0867,0.76662,0.50914,0.44792,1.4528,1.0656,1.0112,1.0225,2094
1.0457,0.97756,0.77224,0.7436,0.99489,1.0606,1.2145,1.4977,1.2859,0.79835,0.90714,0.94382,0.83469,0.82497,0.9436,0.53049,0.56294,0.78939,1.7607,0.9574,0.82336,1.2,2095
0.88783,1.0803,0.77326,0.82788,0.98233,1.0773,1.0515,1.6588,1.3316,0.85431,0.85156,0.76157,0.85835,0.71339,0.8939,0.6822,0.46229,0.58579,1.5463,0.92754,1.0324,1.3106,2096
1.0896,1.2131,0.82363,0.78682,1.0985,1.0628,1.0277,1.5596,0.97388,1.1071,1.0505,0.75719,0.98154,0.83968,0.86485,0.56139,0.51297,0.52939,1.5934,0.97808,0.95064,1.1031,2097
1.0196,0.90629,0.82586,0.68191,0.9943,1.1293,1.072,1.6745,0.98756,0.87957,0.91608,0.94612,0.8906,0.81142,0.98546,0.75641,0.59833,0.49115,1.6032,1.0415,1.1437,1.0033,2098
0.98418,0.88139,0.908,0.75355,0.97683,1.2562,1.2111,1.928,1.3639,0.93735,0.94705,0.70613,0.9681,0.81988,0.89952,0.68965,0.65706,0.5332,1.5603,0.96763,1.2776,1.1301,2099
