"model1","model2","model3","model4","model5","model6","model7","model8","model9","model10","model11","model12","model13","model14","model15","model16","model17","model18","model19","model20","model21","model22","year"
0.41665,0.45095,0.35183,0.10047,0.1838,0.48819,0.64655,0.50941,0.38388,0.26749,0.26911,0.46372,0.5412,0.20801,0.22738,0.13908,0.27187,0.28338,0.2229,0.43365,0.35753,0.38948,2071
0.51715,0.36566,0.37811,0.2167,0.15491,0.48163,0.50489,0.41898,0.22241,0.22142,0.57604,0.49733,0.378,0.21602,0.23057,0.1466,0.31987,0.27545,0.41839,0.31845,0.35175,0.29808,2072
0.3248,0.33874,0.38251,0.2092,0.38381,0.51967,0.59854,0.73523,0.438,0.41689,0.31566,0.34652,0.44678,0.15785,0.18276,0.15193,0.2145,0.21776,0.39225,0.48027,0.38965,0.33563,2073
0.46725,0.35595,0.27835,0.24091,0.31535,0.36138,0.46906,0.50449,0.30822,0.3807,0.31463,0.33864,0.29143,0.20266,0.22468,0.098548,0.23039,0.35062,0.54124,0.28637,0.33434,0.38987,2074
0.39041,0.35245,0.37281,0.13775,0.21338,0.30989,0.67573,0.69679,0.4281,0.16666,0.43745,0.2871,0.43918,0.20214,0.19405,0.18478,0.33674,0.42329,0.31921,0.33496,0.23442,0.51244,2075
0.43923,0.28904,0.29972,0.27683,0.27774,0.35671,0.67862,0.60284,0.39902,0.27876,0.3055,0.41933,0.46996,0.18936,0.22927,0.11545,0.22085,0.29928,0.35878,0.43544,0.42706,0.41732,2076
0.38812,0.37819,0.32129,0.1613,0.34976,0.26882,0.57751,0.70731,0.31406,0.42199,0.19407,0.44911,0.34701,0.19593,0.24771,0.14791,0.30662,0.24697,0.34045,0.42704,0.38095,0.55492,2077
0.34701,0.27272,0.39603,0.13117,0.23508,0.34041,0.79416,0.53336,0.43235,0.33408,0.32031,0.39227,0.47474,0.19058,0.20892,0.14557,0.27868,0.34999,0.43903,0.23284,0.33503,0.34329,2078
0.32353,0.34898,0.36822,0.21604,0.3434,0.50022,0.49105,0.74977,0.25353,0.32621,0.45522,0.31531,0.40785,0.19395,0.21647,0.1408,0.26852,0.2605,0.4481,0.40902,0.32869,0.1987,2079
0.52555,0.26633,0.3697,0.21737,0.23112,0.35129,0.53071,0.45164,0.3992,0.19113,0.20744,0.45857,0.53371,0.20365,0.23391,0.10389,0.33653,0.31079,0.44352,0.54721,0.37186,0.45712,2080
0.4988,0.34325,0.30359,0.20714,0.3304,0.36562,0.49891,0.47899,0.30087,0.29016,0.25519,0.3728,0.52127,0.17831,0.23839,0.17901,0.2555,0.29681,0.2694,0.32639,0.28358,0.55897,2081
0.49295,0.34929,0.36786,0.18977,0.26639,0.40284,0.69049,0.58607,0.31884,0.4622,0.35738,0.46839,0.55508,0.22596,0.22845,0.12881,0.34133,0.31506,0.46554,0.63359,0.2112,0.41543,2082
0.34494,0.45734,0.34204,0.19295,0.17917,0.292,0.69711,0.57317,0.32731,0.34361,0.37162,0.36202,0.4536,0.21958,0.21112,0.17946,0.29416,0.33541,0.43233,0.35299,0.36928,0.40117,2083
0.4032,0.42133,0.34574,0.19461,0.21223,0.28334,0.68994,0.52155,0.28257,0.46697,0.39739,0.51851,0.49336,0.13828,0.23971,0.12326,0.20823,0.32584,0.41238,0.36228,0.47753,0.27076,2084
0.45609,0.31361,0.41933,0.22492,0.26798,0.48849,0.4311,0.66326,0.35144,0.3906,0.2706,0.52487,0.47379,0.18941,0.23756,0.12502,0.29876,0.30868,0.42635,0.35392,0.39322,0.35563,2085
0.38378,0.38613,0.37493,0.18184,0.16892,0.35946,0.6525,0.75928,0.38658,0.31004,0.31135,0.41616,0.394,0.15682,0.18938,0.17773,0.28966,0.35878,0.43158,0.25648,0.40868,0.3041,2086
0.46093,0.3475,0.29071,0.16067,0.28301,0.46117,0.6435,0.58462,0.34677,0.35604,0.35345,0.38956,0.31951,0.23913,0.20067,0.17216,0.25924,0.26525,0.35026,0.32051,0.34939,0.30001,2087
0.51594,0.35531,0.37469,0.16965,0.13668,0.46185,0.56249,0.63775,0.365,0.23317,0.40376,0.43198,0.37849,0.18335,0.22864,0.16881,0.23066,0.2572,0.4426,0.34153,0.36723,0.48367,2088
0.3833,0.45349,0.37283,0.13078,0.23825,0.44033,0.64473,0.55519,0.36725,0.32208,0.39646,0.40158,0.37502,0.19384,0.22051,0.14422,0.29539,0.29829,0.39896,0.45357,0.45595,0.2647,2089
0.44501,0.31424,0.26799,0.21335,0.25077,0.40223,0.68141,0.68493,0.49938,0.41439,0.2981,0.36188,0.32705,0.16427,0.20517,0.17188,0.24711,0.33253,0.33514,0.43171,0.48026,0.48552,2090
0.34129,0.37893,0.31994,0.17024,0.32309,0.52456,0.5428,0.53649,0.33546,0.34114,0.33467,0.38993,0.3767,0.19759,0.23869,0.14703,0.24462,0.34881,0.40925,0.37485,0.31488,0.45197,2091
0.39971,0.39117,0.3161,0.13227,0.1676,0.46537,0.67447,0.53559,0.43785,0.24668,0.46425,0.30213,0.45869,0.22749,0.20552,0.13831,0.31512,0.29013,0.25525,0.47294,0.35201,0.43622,2092
0.3878,0.38475,0.31396,0.22899,0.20081,0.45869,0.47229,0.70977,0.37781,0.34106,0.31772,0.46146,0.4513,0.18189,0.28339,0.16385,0.30672,0.26651,0.29182,0.31547,0.39207,0.55034,2093
0.4134,0.37319,0.37943,0.17797,0.19886,0.44695,0.71845,0.67659,0.3699,0.2849,0.31397,0.45003,0.42381,0.18723,0.20714,0.084332,0.26845,0.24493,0.40974,0.39324,0.31676,0.46055,2094
0.3598,0.22713,0.36786,0.15784,0.11221,0.40147,0.70789,0.61044,0.24482,0.22541,0.2641,0.38128,0.34876,0.17767,0.1945,0.11732,0.29384,0.25768,0.42353,0.32582,0.43623,0.46507,2095
0.47228,0.34041,0.34144,0.17677,0.3211,0.35047,0.61403,0.82869,0.3554,0.31512,0.29908,0.36607,0.43573,0.16557,0.22904,0.13704,0.28499,0.29244,0.31322,0.50745,0.26813,0.52528,2096
0.47495,0.36021,0.41551,0.1985,0.1508,0.46198,0.71947,0.43553,0.2828,0.41765,0.3635,0.38145,0.48465,0.17331,0.23353,0.16581,0.20024,0.29449,0.39589,0.36612,0.33784,0.48586,2097
0.40627,0.41954,0.35876,0.19782,0.28327,0.45626,0.70046,0.69366,0.33411,0.42171,0.35457,0.46989,0.36631,0.16297,0.21476,0.13255,0.33901,0.35354,0.21032,0.30187,0.29151,0.33371,2098
0.41082,0.23132,0.32167,0.1192,0.18469,0.37718,0.75093,0.55744,0.31977,0.37118,0.38922,0.4262,0.44334,0.18083,0.22256,0.14485,0.28063,0.34263,0.41426,0.31356,0.37837,0.42049,2099
