"model1","model2","model3","model4","model5","model6","model7","model8","model9","model10","model11","model12","model13","model14","model15","model16","model17","model18","model19","model20","model21","model22","year"
0.36898,0.46687,0.51354,0.61083,0.73422,0.64224,1.06,0.98975,0.55928,0.50325,0.46001,0.51867,0.44735,0.51035,0.76176,0.33238,0.4903,0.38586,0.87812,0.59182,0.30833,0.47244,2071
0.58625,0.63082,0.43619,0.47989,0.7541,0.73699,0.93341,0.88234,0.67577,0.40555,0.4485,0.47347,0.50559,0.54674,0.79724,0.38589,0.41921,0.50415,0.95071,0.60475,0.5659,0.74422,2072
0.43466,0.55261,0.52005,0.47721,0.58585,0.66056,1.1535,1.2924,0.60164,0.33782,0.47827,0.36801,0.43084,0.38831,0.77751,0.31744,0.4385,0.44385,1.3033,0.73254,0.52401,0.71135,2073
0.33576,0.61549,0.36318,0.50387,0.68367,0.63781,1.0736,0.97033,0.68746,0.42983,0.43393,0.42482,0.4306,0.59516,0.71499,0.38119,0.39563,0.53265,1.0919,0.57195,0.64791,0.36983,2074
0.45341,0.43863,0.50234,0.63092,0.54794,0.55381,0.76606,1.1474,0.77181,0.44895,0.47148,0.42869,0.518,0.56154,0.7366,0.38573,0.57315,0.43377,1.3601,0.68685,0.55792,0.48616,2075
0.51276,0.37845,0.40761,0.51838,0.49427,0.57613,1.0209,0.94401,0.72846,0.54975,0.58017,0.32595,0.62241,0.5656,0.77984,0.46924,0.33509,0.37385,0.92234,0.54157,0.56979,0.60759,2076
0.43753,0.33539,0.48688,0.43752,0.70312,0.52138,1.0724,1.2522,0.59531,0.37929,0.36688,0.51515,0.50088,0.59386,0.77647,0.42483,0.4455,0.5094,0.98523,0.7921,0.55979,0.57372,2077
0.3749,0.39963,0.39777,0.39385,0.42013,0.63821,1.1286,1.0469,0.52494,0.5426,0.42248,0.34124,0.53216,0.55004,0.73668,0.51293,0.36563,0.46407,1.0234,0.5079,0.55175,0.60796,2078
0.45036,0.57784,0.39448,0.44323,0.50799,0.53264,0.86996,1.2065,0.69973,0.63159,0.48764,0.52238,0.46499,0.73888,0.68711,0.29378,0.36041,0.39479,1.2011,0.59454,0.73294,0.49188,2079
0.41954,0.51456,0.43245,0.45268,0.4509,0.45334,0.93408,0.84734,0.75013,0.53161,0.31492,0.57501,0.50403,0.5877,0.76359,0.34897,0.41123,0.44637,1.218,0.60302,0.82219,0.48642,2080
0.38542,0.52939,0.40084,0.44421,0.67096,0.63661,0.99973,1.1985,0.74466,0.49449,0.5286,0.40449,0.44371,0.61618,0.80455,0.32541,0.51823,0.30265,1.1394,0.77631,0.50797,0.43544,2081
0.55585,0.44661,0.38063,0.53298,0.53764,0.5362,1.0788,1.0362,0.47931,0.55364,0.5781,0.59476,0.44692,0.5593,0.94421,0.43073,0.54843,0.32486,0.96527,0.62474,0.46944,0.83439,2082
0.38666,0.47027,0.40761,0.49815,0.59634,0.75264,0.7547,1.1299,0.78252,0.44434,0.51778,0.66906,0.4603,0.53697,0.86309,0.2864,0.42736,0.46806,0.9743,0.5525,0.61922,0.57427,2083
0.40562,0.58547,0.29929,0.48519,0.63599,0.70995,0.82703,0.55905,0.70884,0.51389,0.40101,0.35393,0.53122,0.507,0.9396,0.26222,0.43317,0.46055,1.0486,0.74523,0.49438,0.65687,2084
0.40673,0.3664,0.43482,0.50831,0.80693,0.76798,0.9444,0.9789,0.64388,0.4547,0.52957,0.39997,0.44823,0.45577,0.95121,0.27949,0.47356,0.44185,1.1477,0.86961,0.46695,0.66868,2085
0.37386,0.5626,0.41317,0.43022,0.49022,0.53671,0.92402,0.84516,0.70352,0.49011,0.51822,0.35301,0.44104,0.49947,0.77686,0.40757,0.51723,0.32412,0.98055,0.85827,0.62717,0.41517,2086
0.41867,0.44229,0.58422,0.46657,0.52553,0.64669,0.67532,1.0208,0.81499,0.47873,0.35534,0.5466,0.49302,0.48234,0.85334,0.34943,0.43441,0.42407,1.1313,0.62984,0.64394,0.62501,2087
0.32579,0.65487,0.43926,0.52659,0.41104,0.51731,1.1037,0.95503,0.77581,0.48288,0.40244,0.44811,0.4771,0.65449,0.89589,0.45034,0.46354,0.4556,0.80102,0.54963,0.67736,0.51365,2088
0.485,0.46043,0.42345,0.59229,0.60477,0.48357,0.95412,0.86639,0.74656,0.62478,0.53916,0.52889,0.49132,0.55516,0.69725,0.47082,0.45869,0.58514,1.1085,0.53392,0.69786,0.39702,2089
0.67143,0.49915,0.27201,0.51668,0.53151,0.60277,0.74291,0.96188,0.70812,0.69955,0.45897,0.38267,0.39644,0.45414,0.81607,0.34319,0.37275,0.47235,1.1245,0.72058,0.63452,0.44537,2090
0.52761,0.58306,0.49017,0.43502,0.7002,0.61682,1.0282,0.73513,0.76967,0.41023,0.48667,0.64077,0.41534,0.52404,0.85933,0.37311,0.44637,0.45626,0.95089,0.55906,0.44057,0.64065,2091
0.46582,0.60347,0.43555,0.50383,0.43888,0.63943,0.90566,0.90011,0.66099,0.49586,0.5091,0.54922,0.52823,0.56423,0.71479,0.40727,0.46319,0.49011,0.85714,0.82938,0.42796,0.49284,2092
0.37611,0.37664,0.38667,0.47011,0.73092,0.72765,0.93032,1.0761,0.75605,0.55905,0.47417,0.47115,0.50187,0.59684,0.72127,0.40215,0.45597,0.56677,1.0069,0.4869,0.80445,0.81661,2093
0.28776,0.59648,0.44136,0.49088,0.57611,0.8037,1.0081,1.021,0.6233,0.53033,0.49482,0.46363,0.39948,0.61809,0.90536,0.35732,0.39358,0.45575,1.2988,0.76023,0.73165,0.72764,2094
0.34542,0.43783,0.43927,0.49127,0.56753,0.90228,1.0407,0.90779,0.79777,0.46002,0.56206,0.38231,0.39529,0.59113,0.79751,0.43888,0.43081,0.58775,0.72027,0.8562,0.53911,0.41049,2095
0.5131,0.35414,0.47727,0.50155,0.58365,0.57682,0.83359,1.0417,0.70628,0.55313,0.40801,0.56981,0.36642,0.57565,0.74497,0.4472,0.48941,0.67381,1.0738,0.72663,0.77753,0.63733,2096
0.54544,0.39813,0.40082,0.5962,0.57064,0.71344,0.84228,0.64299,0.74346,0.59327,0.40153,0.54512,0.46859,0.55468,0.78546,0.51343,0.41978,0.46858,1.3602,0.56063,0.67154,0.68905,2097
0.56614,0.64273,0.40173,0.47651,0.4872,0.58259,1.1383,1.1272,0.59852,0.47368,0.492,0.47732,0.51838,0.49623,0.89953,0.41696,0.49349,0.4465,0.94714,0.80845,0.5272,0.68411,2098
0.39539,0.37655,0.42042,0.52303,0.53483,0.78147,1.1146,1.1136,0.72684,0.61954,0.39724,0.44814,0.49002,0.57823,0.72891,0.36706,0.4839,0.46323,0.97164,0.67903,0.4982,0.60694,2099
