"model1","model2","model3","model4","model5","model6","model7","model8","model9","model10","model11","model12","model13","model14","model15","model16","model17","model18","model19","model20","model21","model22","year"
0.2922,0.52212,0.2013,0.39507,0.50463,0.41533,0.32524,0.90938,0.60429,0.27429,0.27503,0.30319,0.34523,0.48921,0.51203,0.32108,0.096879,0.053746,0.88121,0.80364,0.75719,0.39024,2060
0.62288,0.52293,0.23446,0.22274,0.50593,0.80385,0.66593,0.80261,0.61548,0.43656,0.35613,0.45406,0.43857,0.40484,0.50331,0.23312,0.087081,0.084608,0.81924,0.44549,0.74139,0.49653,2061
0.68071,0.33159,0.17771,0.24863,0.78881,0.79458,0.50729,0.8071,0.56304,0.36638,0.34136,0.32014,0.22605,0.41861,0.44233,0.38594,0.14033,0.13339,0.89216,0.79881,0.82669,0.23685,2062
0.53916,0.53435,0.037577,0.3049,0.56535,0.56189,0.59947,0.75075,0.68075,0.47257,0.38055,0.57384,0.4276,0.43169,0.4453,0.33141,0.034209,0.083878,0.93055,0.68345,0.60788,0.2634,2063
0.3728,0.51959,0.28646,0.32633,0.53958,0.59518,0.60792,0.8527,0.69021,0.44769,0.39107,0.53714,0.49603,0.43817,0.50666,0.21949,-0.059789,0.10083,1.2671,0.80693,0.51955,0.71273,2064
0.28136,0.22858,0.15789,0.33216,0.517,0.28729,0.67893,0.62009,0.466,0.36358,0.33269,0.35292,0.193,0.19144,0.51817,0.22173,0.014037,0.14215,1.0216,0.85031,0.41847,0.15125,2065
0.66656,0.6312,0.21148,0.33282,0.71224,0.60901,0.78646,0.89282,0.42999,0.36504,0.33287,0.32768,0.22596,0.33923,0.52616,0.42407,0.0014397,0.074266,1.0659,0.89035,0.75577,0.99436,2066
0.34798,0.51504,0.3039,0.12323,0.62464,0.57692,0.75322,0.86952,0.66479,0.2704,0.3439,0.4587,0.54388,0.50099,0.54865,0.25208,-0.0078391,0.056594,1.0714,0.758,0.55659,0.29686,2067
0.64486,0.649,0.25286,0.35762,0.47991,0.47329,0.50562,1.0644,0.59824,0.30188,0.35121,0.48905,0.59105,0.52823,0.49108,0.35339,0.11074,0.017008,0.98242,0.43031,0.61811,0.29461,2068
0.38737,0.71483,0.16118,0.12149,0.69852,0.46347,0.54578,0.83526,0.38028,0.46447,0.39387,0.32983,0.52378,0.41304,0.69388,0.25422,0.099467,0.063394,1.0675,0.76791,0.77637,0.66319,2069
0.41497,0.39575,0.20551,0.35535,0.67915,0.69384,0.59842,0.92413,0.72561,0.41017,0.45918,0.3974,0.15319,0.33858,0.55712,0.22742,0.11371,0.084952,1.3543,0.84545,0.5471,0.27121,2070
0.37697,0.58503,0.14797,0.37896,0.64998,0.23789,0.62744,0.86911,0.48905,0.45901,0.3117,0.3837,0.50215,0.65778,0.55443,0.32038,0.0048959,0.1258,0.96598,0.95754,0.7953,0.56682,2071
0.55643,0.60781,0.28867,0.33992,0.31524,0.57942,0.62306,0.72533,0.63811,0.31644,0.22271,0.38593,0.61952,0.34692,0.58334,0.53453,0.017257,0.12091,0.99307,0.85071,0.62755,0.57414,2072
0.48893,0.59611,0.1687,0.11901,0.61001,0.58418,0.64567,0.78985,0.55356,0.57466,0.25795,0.47023,0.42416,0.35726,0.45954,0.19426,0.10062,0.018057,1.074,0.73852,0.63129,0.54096,2073
0.46375,0.52342,0.090208,0.34534,0.62027,0.69475,0.64428,0.88798,0.66045,0.38646,0.36118,0.41789,0.57231,0.43247,0.58601,0.43786,0.14974,0.060211,1.0143,0.83501,0.45718,0.62461,2074
0.62033,0.32518,0.18405,0.32835,0.50654,0.4445,0.84126,1.0726,0.64166,0.37194,0.20501,0.37573,0.57492,0.48228,0.61775,0.33732,0.0048017,0.10731,1.2649,0.56142,0.62056,0.65043,2075
0.4921,0.43331,0.26231,0.41158,0.42882,0.3576,0.72958,1.0178,0.62736,0.45093,0.36051,0.6344,0.42871,0.47674,0.59933,0.31066,0.015637,0.12252,0.84882,0.56014,0.65518,0.76409,2076
0.62011,0.54087,0.21998,0.069277,0.49514,0.55233,0.74307,0.81898,0.70652,0.49798,0.26569,0.56098,0.50681,0.20061,0.52466,0.30698,0.11189,0.10054,0.94238,0.5333,0.53014,0.68755,2077
0.40802,0.70991,0.24647,0.47128,0.47748,0.61225,0.66779,0.95927,0.6862,0.4231,0.42253,0.54756,0.5107,0.58102,0.6322,0.35207,0.066461,0.153,0.87703,0.47888,0.50451,0.66984,2078
0.4292,0.32634,0.1908,0.20235,0.58961,0.72006,0.79177,0.62678,0.67792,0.42769,0.37498,0.59233,0.46267,0.4437,0.60657,0.55575,0.040758,-0.02508,0.97748,0.62756,0.4099,0.64466,2079
0.56863,0.66566,0.22634,0.29729,0.6442,0.52888,0.60681,0.94635,0.69589,0.32832,0.27033,0.51422,0.43537,0.3988,0.41047,0.27413,0.11213,0.11184,1.1531,0.84461,0.74789,0.7325,2080
0.65938,0.44251,0.17569,0.36091,0.75751,0.51392,0.58439,0.98658,0.67822,0.45896,0.34771,0.65435,0.47606,0.47088,0.63927,0.37416,-0.0098109,0.12026,1.0196,0.66889,0.54734,0.46253,2081
0.58818,0.50586,0.34147,0.19057,0.66831,0.63435,0.80774,0.79336,0.67809,0.52814,0.29841,0.5435,0.36797,0.42094,0.52492,0.45451,0.093081,0.10694,0.69416,0.78754,0.84733,0.45489,2082
0.66864,0.51714,0.23068,0.19604,0.62618,0.59035,0.76971,1.0891,0.726,0.44519,0.4208,0.46387,0.34157,0.46921,0.51752,0.4715,0.1413,0.12965,0.97151,0.82205,0.94248,0.49497,2083
0.64426,0.6503,0.10945,0.32766,0.53345,0.76025,0.7769,1.0955,0.71114,0.36363,0.34657,0.41573,0.49978,0.36788,0.67265,0.4669,0.05073,0.081863,0.90993,1.0597,0.80655,0.64097,2084
0.63812,0.51731,0.24398,0.20709,0.45927,0.56539,0.59555,0.88727,0.55875,0.37406,0.5104,0.51769,0.45574,0.59917,0.61292,0.30692,0.15139,0.11972,1.021,0.61437,0.61682,0.7789,2085
0.71096,0.60581,0.14755,0.050402,0.75891,0.65424,0.62928,0.93578,0.58188,0.42966,0.32908,0.31911,0.57901,0.65477,0.5456,0.37146,0.1755,0.13801,0.93449,0.47403,0.7389,0.45124,2086
0.54893,0.45382,0.37004,0.20207,0.70057,0.60101,0.65524,0.77265,0.76806,0.43079,0.31297,0.6029,0.41797,0.51977,0.66048,0.21723,0.10635,-0.029023,0.85849,0.80582,0.67803,0.77131,2087
0.74093,0.27456,0.30641,0.22976,0.65489,0.52133,0.49337,1.2061,0.58673,0.39509,0.37573,0.51231,0.56634,0.58952,0.58826,0.42442,0.184,0.15201,1.0705,0.66094,0.98938,0.54621,2088
0.45128,0.7542,0.16359,0.26899,0.60374,0.49695,0.61761,0.86581,0.65976,0.34079,0.43181,0.4219,0.45936,0.59103,0.61764,0.33531,0.077685,0.19135,1.2254,0.69766,0.6468,0.72575,2089
0.60342,0.5611,0.03355,0.32207,0.69179,0.54681,0.6952,1.002,0.78398,0.3945,0.30372,0.44497,0.55624,0.60815,0.5396,0.072221,0.05577,0.086292,0.95158,0.88443,0.47992,0.66553,2090
0.46315,0.58677,0.091709,0.31514,0.62209,0.63396,0.82411,0.83895,0.52613,0.35465,0.36431,0.66727,0.5638,0.38648,0.43222,0.1533,0.027352,0.1388,0.84313,0.62313,0.64206,0.55557,2091
0.63544,0.4819,0.23978,0.21155,0.42583,0.78313,0.61248,0.80369,0.74315,0.43289,0.36126,0.5786,0.48055,0.60178,0.67042,0.40262,0.18889,0.098415,1.1383,0.96206,0.65737,0.70149,2092
0.401,0.53475,0.28575,0.45497,0.73389,0.50649,0.60461,0.8378,0.63265,0.34795,0.49598,0.58649,0.43657,0.48618,0.66666,0.29453,0.10453,0.12799,0.8,0.81548,0.74394,0.56603,2093
0.54112,0.65252,0.26239,0.13966,0.69343,0.82725,0.64242,1.0105,0.71651,0.45416,0.49785,0.51087,0.4375,0.48225,0.68962,0.35047,0.089917,0.11232,1.0097,1.1479,0.60993,0.33135,2094
0.63633,0.4737,0.33013,0.4652,0.62934,0.4234,0.50483,0.93743,0.81811,0.19199,0.45401,0.44451,0.44325,0.58104,0.63225,0.35457,0.095882,0.21159,1.3403,0.77848,0.63883,0.53566,2095
0.74668,0.64236,0.19942,0.39571,0.4497,0.61532,0.63123,1.0183,0.67868,0.42099,0.50149,0.46036,0.45843,0.38003,0.57297,0.18626,0.091162,0.061873,1.3247,1.0241,0.79721,0.62722,2096
0.5249,0.69124,0.3028,0.10969,0.51595,0.63685,0.60807,1.2737,0.50121,0.4095,0.4706,0.55337,0.382,0.44011,0.6465,0.28175,0.076197,0.086823,0.8294,1.1526,0.53199,0.52202,2097
0.67718,0.46424,0.21339,0.34713,0.46946,0.56594,0.69625,1.0011,0.6369,0.45196,0.32335,0.63759,0.59652,0.59327,0.56925,0.5454,0.16304,0.13993,1.019,0.81416,0.44956,0.81042,2098
0.74483,0.50789,0.21403,0.35765,0.411,0.43161,0.82753,1.1627,0.85892,0.42529,0.36796,0.51193,0.49042,0.54963,0.59485,0.38959,0.04832,0.15462,1.0756,0.69842,0.524,0.74581,2099
